seqid,start,end,strand,length,product
NC_014532.2,464438,466087,-,1650,acyl-CoA dehydrogenase family protein
NC_014532.2,466276,466830,+,555,NUDIX hydrolase
NC_014532.2,466902,467393,+,492,glutathione peroxidase
NC_014532.2,467406,467795,-,390,hypothetical protein
NC_014532.2,468004,469200,+,1197,enoyl-ACP reductase FabV
NC_014532.2,469297,470280,+,984,GlxA family transcriptional regulator
NC_014532.2,470419,470976,+,558,isochorismatase family protein
NC_014532.2,470966,471943,+,978,GlxA family transcriptional regulator
NC_014532.2,472082,473296,+,1215,aspartate aminotransferase family protein
NC_014532.2,473344,474414,+,1071,arginine N-succinyltransferase
NC_014532.2,474414,475460,+,1047,arginine N-succinyltransferase
NC_014532.2,475460,476929,+,1470,succinylglutamate-semialdehyde dehydrogenase
NC_014532.2,476926,478290,+,1365,N-succinylarginine dihydrolase
NC_014532.2,478422,479348,+,927,DUF808 domain-containing protein
NC_014532.2,479345,480454,+,1110,cell division protein ZapE
NC_014532.2,480476,481525,-,1050,SPFH domain-containing protein
NC_014532.2,481528,481992,-,465,NfeD family protein
NC_014532.2,482198,482932,+,735,trimeric intracellular cation channel family protein
NC_014532.2,482929,484005,+,1077,DUF3541 domain-containing protein
NC_014532.2,484041,485849,+,1809,DUF4153 domain-containing protein
NC_014532.2,485923,487413,-,1491,sodium:proton antiporter NhaD
NC_014532.2,487659,488375,+,717,DUF3581 family protein
NC_014532.2,488409,489377,+,969,magnesium transporter CorA family protein
NC_014532.2,489516,489953,+,438,hypothetical protein
NC_014532.2,490008,490436,-,429,MarR family winged helix-turn-helix transcriptional regulator
NC_014532.2,490580,491533,+,954,EamA family transporter
NC_014532.2,491536,492168,+,633,NAD(P)H-dependent oxidoreductase
NC_014532.2,492190,492936,-,747,aquaporin Z
NC_014532.2,493423,493965,+,543,GNAT family N-acetyltransferase
NC_014532.2,493990,494541,+,552,nucleotidyltransferase family protein
NC_014532.2,494608,495249,-,642,hypothetical protein
NC_014532.2,495295,496515,-,1221,hypothetical protein
NC_014532.2,496635,497414,+,780,DUF899 domain-containing protein
NC_014532.2,497551,497961,+,411,VOC family protein
NC_014532.2,497998,498411,-,414,alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB
NC_014532.2,498431,498652,-,222,DUF3820 family protein
NC_014532.2,498685,499608,-,924,LysR family transcriptional regulator
NC_014532.2,499798,500700,+,903,class A beta-lactamase
NC_014532.2,500794,501426,+,633,SDR family oxidoreductase
NC_014532.2,501423,501791,+,369,hypothetical protein
NC_014532.2,501802,502581,-,780,TSUP family transporter
NC_014532.2,502585,503058,-,474,YbaK/EbsC family protein
NC_014532.2,503129,503896,-,768,DUF1499 domain-containing protein
NC_014532.2,504079,505557,-,1479,Trk system potassium transporter TrkI
NC_014532.2,505718,506860,-,1143,mandelate racemase/muconate lactonizing enzyme family protein
NC_014532.2,506857,508047,-,1191,iron-containing alcohol dehydrogenase
NC_014532.2,508049,509575,-,1527,aldehyde dehydrogenase
NC_014532.2,509755,510651,+,897,LysR substrate-binding domain-containing protein
NC_014532.2,510681,511583,-,903,LysR substrate-binding domain-containing protein
NC_014532.2,511666,512559,+,894,hypothetical protein
NC_014532.2,512612,513859,+,1248,Xaa-Pro peptidase family protein
NC_014532.2,513995,514864,+,870,glycine betaine ABC transporter substrate-binding protein
NC_014532.2,515244,515675,+,432,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
NC_014532.2,516247,516561,+,315,hypothetical protein
NC_014532.2,516700,517335,-,636,OmpW family protein
NC_014532.2,517753,518490,+,738,oxygen-insensitive NADPH nitroreductase
NC_014532.2,518607,519503,-,897,LysR family transcriptional regulator
NC_014532.2,519616,520509,+,894,NmrA/HSCARG family protein
NC_014532.2,520585,520851,+,267,DUF2798 domain-containing protein
NC_014532.2,520991,521761,+,771,SDR family oxidoreductase
NC_014532.2,521857,522882,+,1026,MerR family transcriptional regulator
NC_014532.2,522994,523548,-,555,TetR/AcrR family transcriptional regulator
NC_014532.2,523636,524832,+,1197,MFS transporter
NC_014532.2,525044,525688,+,645,hypothetical protein
NC_014532.2,525662,527071,-,1410,GntR family transcriptional regulator MpaR
NC_014532.2,527221,527361,+,141,hypothetical protein
NC_014532.2,527438,527788,+,351,VOC family protein
NC_014532.2,528150,529904,+,1755,type I secretion system permease/ATPase
NC_014532.2,529985,531334,+,1350,HlyD family type I secretion periplasmic adaptor subunit
NC_014532.2,531338,533023,+,1686,TolC family outer membrane protein
NC_014532.2,533065,535503,-,2439,esterase-like activity of phytase family protein
NC_014532.2,535588,540414,-,4827,ExeM/NucH family extracellular endonuclease
NC_014532.2,540765,541787,-,1023,LacI family DNA-binding transcriptional regulator
NC_014532.2,541915,542925,+,1011,TRAP transporter substrate-binding protein
NC_014532.2,542946,543446,+,501,TRAP transporter small permease
NC_014532.2,543443,544720,+,1278,TRAP transporter large permease
NC_014532.2,544728,545273,+,546,VOC family protein
NC_014532.2,545270,546526,+,1257,ribulose-bisphosphate carboxylase large subunit family protein
NC_014532.2,546529,547758,+,1230,four-carbon acid sugar kinase family protein
NC_014532.2,547868,548863,-,996,ion transporter
NC_014532.2,548909,549565,-,657,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NC_014532.2,549765,550106,+,342,DUF427 domain-containing protein
NC_014532.2,550356,552083,+,1728,AIPR family protein
NC_014532.2,552244,554430,-,2187,exodeoxyribonuclease V subunit alpha
NC_014532.2,554427,558482,-,4056,exodeoxyribonuclease V subunit beta
NC_014532.2,558479,562195,-,3717,exodeoxyribonuclease V subunit gamma
NC_014532.2,562276,563145,-,870,LysR family transcriptional regulator
NC_014532.2,563285,564457,+,1173,multidrug effflux MFS transporter
NC_014532.2,564472,565335,-,864,SMP-30/gluconolactonase/LRE family protein
NC_014532.2,565332,566198,-,867,SDR family NAD(P)-dependent oxidoreductase
NC_014532.2,566376,567251,+,876,LysR family transcriptional regulator
NC_014532.2,567265,567768,-,504,HPP family protein
NC_014532.2,567864,568454,+,591,TetR/AcrR family transcriptional regulator
NC_014532.2,568503,569078,-,576,YiiX/YebB-like N1pC/P60 family cysteine hydrolase
NC_014532.2,569060,569518,-,459,DUF4878 domain-containing protein
NC_014532.2,569847,570335,+,489,metallophosphoesterase
NC_014532.2,570366,571676,-,1311,arsenic transporter
NC_014532.2,571705,572421,-,717,arsenical resistance protein ArsH
NC_014532.2,572561,572917,-,357,helix-turn-helix transcriptional regulator
NC_014532.2,573057,574574,-,1518,malonyl-CoA synthase
NC_014532.2,574571,575926,-,1356,malonyl-CoA decarboxylase
NC_014532.2,575940,577274,-,1335,TRAP transporter large permease
NC_014532.2,577276,577797,-,522,TRAP transporter small permease subunit
NC_014532.2,577864,578868,-,1005,TRAP transporter substrate-binding protein DctP
NC_014532.2,579014,579688,+,675,GntR family transcriptional regulator
NC_014532.2,579699,580187,-,489,methylated-DNA--[protein]-cysteine S-methyltransferase
NC_014532.2,580184,581587,-,1404,AlkA N-terminal domain-containing protein
NC_014532.2,581781,583010,+,1230,kynureninase
NC_014532.2,583081,583941,+,861,"tryptophan 2,3-dioxygenase"
NC_014532.2,584183,585520,+,1338,DUF2252 domain-containing protein
NC_014532.2,585743,587221,+,1479,YdiU family protein
NC_014532.2,587441,588310,+,870,MBL fold metallo-hydrolase
NC_014532.2,588385,590604,-,2220,catalase/peroxidase HPI
NC_014532.2,590864,591811,-,948,LysR family transcriptional regulator
NC_014532.2,591971,593470,+,1500,CoA-acylating methylmalonate-semialdehyde dehydrogenase
NC_014532.2,593543,595033,-,1491,sodium:solute symporter family protein
NC_014532.2,595235,595627,-,393,RidA family protein
NC_014532.2,595624,597105,-,1482,amidohydrolase family protein
NC_014532.2,597107,597970,-,864,MurR/RpiR family transcriptional regulator
NC_014532.2,598214,599425,+,1212,amino acid deaminase
NC_014532.2,599627,601033,+,1407,sodium:solute symporter
NC_014532.2,601136,602824,+,1689,dihydroxy-acid dehydratase
NC_014532.2,602831,603514,-,684,hypothetical protein
NC_014532.2,603592,603873,-,282,XRE family transcriptional regulator
NC_014532.2,604170,605594,+,1425,APC family permease
NC_014532.2,605635,606831,+,1197,L-2-hydroxyglutarate oxidase
NC_014532.2,606983,607945,+,963,TAXI family TRAP transporter solute-binding subunit
NC_014532.2,607942,608535,+,594,DUF1850 domain-containing protein
NC_014532.2,608594,610600,+,2007,TRAP transporter permease
NC_014532.2,610739,611401,-,663,YbaY family lipoprotein
NC_014532.2,611685,612194,+,510,5-(carboxyamino)imidazole ribonucleotide mutase
NC_014532.2,612217,613329,+,1113,5-(carboxyamino)imidazole ribonucleotide synthase
NC_014532.2,613430,614422,-,993,YeiH family protein
NC_014532.2,614523,615416,+,894,LysR substrate-binding domain-containing protein
NC_014532.2,615480,616439,+,960,LysR family transcriptional regulator
NC_014532.2,616668,618137,+,1470,ethanolamine permease
NC_014532.2,618204,619586,+,1383,glutamine synthetase family protein
NC_014532.2,619769,621151,+,1383,aldehyde dehydrogenase family protein
NC_014532.2,621270,622457,+,1188,iron-containing alcohol dehydrogenase
NC_014532.2,622500,623216,+,717,GMP synthase
NC_014532.2,623197,623994,-,798,TraX family protein
NC_014532.2,624106,626304,-,2199,cation-translocating P-type ATPase
NC_014532.2,626396,626848,+,453,Cd(II)/Pb(II)-responsive transcriptional regulator
NC_014532.2,627062,628081,+,1020,TRAP transporter substrate-binding protein
NC_014532.2,628180,628614,+,435,TRAP transporter small permease
NC_014532.2,628611,629897,+,1287,TRAP transporter large permease
NC_014532.2,630072,631115,+,1044,GlxA family transcriptional regulator
NC_014532.2,631210,631977,-,768,ABC transporter substrate-binding protein
NC_014532.2,632119,632850,-,732,ABC transporter permease
NC_014532.2,632850,633554,-,705,ABC transporter permease
NC_014532.2,633579,634349,-,771,ABC transporter ATP-binding protein
NC_014532.2,634582,635571,-,990,succinylglutamate desuccinylase
NC_014532.2,635788,636807,-,1020,SMP-30/gluconolactonase/LRE family protein
NC_014532.2,636980,637900,+,921,class I SAM-dependent methyltransferase
NC_014532.2,637906,638844,-,939,4-hydroxyproline epimerase
NC_014532.2,638968,640296,+,1329,FAD-binding oxidoreductase
NC_014532.2,640360,641793,+,1434,Na+/H+ antiporter NhaC
NC_014532.2,641979,643031,+,1053,TRAP transporter substrate-binding protein DctP
NC_014532.2,643093,643599,+,507,TRAP transporter small permease subunit
NC_014532.2,643599,644918,+,1320,TRAP transporter large permease subunit
NC_014532.2,645061,646632,+,1572,alkaline phosphatase
NC_014532.2,646701,647384,-,684,GntR family transcriptional regulator
NC_014532.2,647637,648590,+,954,dihydrodipicolinate synthase family protein
NC_014532.2,648622,650199,+,1578,aldehyde dehydrogenase (NADP(+))
NC_014532.2,650229,651302,-,1074,tartrate dehydrogenase
NC_014532.2,651453,652403,+,951,LysR family transcriptional regulator
NC_014532.2,652400,653725,+,1326,glycosyltransferase
NC_014532.2,653732,654409,-,678,TVP38/TMEM64 family protein
NC_014532.2,654494,655432,-,939,ABC transporter substrate-binding protein
NC_014532.2,655498,656679,-,1182,TauD/TfdA family dioxygenase
NC_014532.2,656805,657677,+,873,LysR substrate-binding domain-containing protein
NC_014532.2,657742,658044,+,303,hypothetical protein
NC_014532.2,658119,658277,+,159,hypothetical protein
NC_014532.2,658274,658714,+,441,DUF411 domain-containing protein
NC_014532.2,658872,660011,+,1140,glycosyltransferase family 9 protein
NC_014532.2,660008,661720,+,1713,phosphoethanolamine transferase
NC_014532.2,661779,662057,+,279,hypothetical protein
NC_014532.2,662145,662807,+,663,response regulator transcription factor
NC_014532.2,662804,664204,+,1401,HAMP domain-containing sensor histidine kinase
NC_014532.2,664216,665037,-,822,zinc-dependent peptidase
NC_014532.2,665042,666619,-,1578,bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein
NC_014532.2,666690,667610,-,921,DMT family transporter
NC_014532.2,667718,669367,-,1650,BCCT family transporter
NC_014532.2,669563,671095,-,1533,choline-sulfatase
NC_014532.2,671201,672097,+,897,LysR family transcriptional regulator
NC_014532.2,672121,672387,-,267,DksA/TraR family C4-type zinc finger protein
NC_014532.2,672459,672860,-,402,heme-binding protein
NC_014532.2,672925,674157,-,1233,glycolate oxidase subunit GlcF
NC_014532.2,674159,675253,-,1095,glycolate oxidase subunit GlcE
NC_014532.2,675263,676762,-,1500,glycolate oxidase subunit GlcD
NC_014532.2,677177,677884,+,708,glutathione S-transferase N-terminal domain-containing protein
NC_014532.2,677900,678523,-,624,phosphoribosyltransferase
NC_014532.2,678582,679106,-,525,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
NC_014532.2,679306,679659,+,354,hydroxyisourate hydrolase
NC_014532.2,679711,680967,+,1257,urate hydroxylase PuuD
NC_014532.2,681092,681832,+,741,GntR family transcriptional regulator
NC_014532.2,681876,683324,-,1449,NCS1 family nucleobase:cation symporter-1
NC_014532.2,683400,684782,-,1383,NCS1 family transporter
NC_014532.2,684895,685635,-,741,aspartate/glutamate racemase family protein
NC_014532.2,686226,687161,+,936,allantoinase PuuE
NC_014532.2,687296,688663,-,1368,YfcC family protein
NC_014532.2,689141,689677,+,537,ureidoglycolate lyase
NC_014532.2,689674,690525,+,852,bifunctional allantoicase/(S)-ureidoglycine aminohydrolase
NC_014532.2,690841,692616,+,1776,glyoxylate carboligase
NC_014532.2,692690,693466,+,777,hydroxypyruvate isomerase
NC_014532.2,693735,694622,+,888,2-hydroxy-3-oxopropionate reductase
NC_014532.2,694916,696241,+,1326,glycerate kinase
NC_014532.2,696238,697725,+,1488,pyruvate kinase
NC_014532.2,697820,698551,+,732,GntR family transcriptional regulator
NC_014532.2,698607,699308,-,702,FMN-dependent NADH-azoreductase
NC_014532.2,699431,700336,+,906,LysR substrate-binding domain-containing protein
NC_014532.2,700503,701024,+,522,DUF192 domain-containing protein
NC_014532.2,701059,701550,-,492,phosphatidylglycerophosphatase A
NC_014532.2,701811,703010,+,1200,chromate efflux transporter
NC_014532.2,703136,703915,+,780,"5'-nucleotidase, lipoprotein e(P4) family"
NC_014532.2,703947,704831,-,885,ion transporter
NC_014532.2,704859,705725,-,867,CYTH domain-containing protein
NC_014532.2,705834,706514,+,681,TIGR00153 family protein
NC_014532.2,706575,707840,+,1266,inorganic phosphate transporter
NC_014532.2,708159,709472,+,1314,amino-acid N-acetyltransferase
NC_014532.2,710291,711769,+,1479,HAMP domain-containing sensor histidine kinase
NC_014532.2,711771,712322,+,552,hypothetical protein
NC_014532.2,712337,713728,+,1392,two-component system response regulator GlrR
NC_014532.2,713782,715143,-,1362,exodeoxyribonuclease VII large subunit
NC_014532.2,715404,717203,+,1800,ABC transporter ATP-binding protein
NC_014532.2,717245,718315,-,1071,AbrB family transcriptional regulator
NC_014532.2,718404,719906,-,1503,tripartite tricarboxylate transporter permease
NC_014532.2,719920,720366,-,447,tripartite tricarboxylate transporter TctB family protein
NC_014532.2,720363,721349,-,987,tripartite tricarboxylate transporter substrate binding protein
NC_014532.2,721482,722150,+,669,response regulator
NC_014532.2,722147,723547,+,1401,sensor histidine kinase
NC_014532.2,723547,724575,+,1029,ABC transporter substrate-binding protein
NC_014532.2,724688,726157,+,1470,IMP dehydrogenase
NC_014532.2,726288,727865,+,1578,glutamine-hydrolyzing GMP synthase
NC_014532.2,728072,729058,-,987,GlxA family transcriptional regulator
NC_014532.2,729212,729802,+,591,cysteine hydrolase family protein
NC_014532.2,729980,731065,+,1086,hypothetical protein
NC_014532.2,731193,731642,+,450,cupin domain-containing protein
NC_014532.2,731990,732853,+,864,putative RNA methyltransferase
NC_014532.2,732911,733900,-,990,TerC/Alx family metal homeostasis membrane protein
NC_014532.2,734316,735047,+,732,fumarate/nitrate reduction transcriptional regulator Fnr
NC_014532.2,735076,735996,-,921,U32 family peptidase
NC_014532.2,736005,737000,-,996,peptidase U32 family protein
NC_014532.2,737096,737821,-,726,anaerobic ribonucleoside-triphosphate reductase activating protein
NC_014532.2,737860,738027,-,168,anaerobic ribonucleoside-triphosphate reductase
NC_014532.2,738057,739790,-,1734,ribonucleoside triphosphate reductase
NC_014532.2,740152,740724,+,573,SCP2 domain-containing protein
NC_014532.2,740666,741136,-,471,hypothetical protein
NC_014532.2,741321,742604,+,1284,dicarboxylate/amino acid:cation symporter
NC_014532.2,742735,743604,+,870,glutathione-dependent disulfide-bond oxidoreductase
NC_014532.2,743813,744019,-,207,cold-shock protein
NC_014532.2,744317,745123,-,807,helix-turn-helix transcriptional regulator
NC_014532.2,745231,746040,+,810,sulfite exporter TauE/SafE family protein
NC_014532.2,746108,746995,-,888,LD-carboxypeptidase
NC_014532.2,747130,747450,-,321,hypothetical protein
NC_014532.2,747550,748419,-,870,LysR family transcriptional regulator ArgP
NC_014532.2,748517,749134,+,618,LysE/ArgO family amino acid transporter
NC_014532.2,749297,749737,+,441,DUF4399 domain-containing protein
NC_014532.2,749820,750593,+,774,META domain-containing protein
NC_014532.2,750673,751392,-,720,YebC/PmpR family DNA-binding transcriptional regulator
NC_014532.2,751572,752768,+,1197,Xaa-Pro peptidase family protein
NC_014532.2,752884,754782,+,1899,ABC transporter ATP-binding protein
NC_014532.2,754779,755204,+,426,RidA family protein
